Truck Mfg. or Assembling,59806,"3711
3711","336120
336112","Heavy Duty Truck Mfg.
Light Truck and Utility Vehicle Mfg. (NAICS)","3808
3808","3808
3808","463
463","3808
3808","8393
8393","3808
3808","463
463","3808
3808"
,,4212,484220,Automobile Haulaway or Driveaway--Local,7228,7219,811,7219,7219,7219,811,7219
,,,,Hauling Only--All Employees,,,,,,,,
,,4212,484220,Automobile Haulaway or Driveaway--Long,7229,7219,811,7219,7219,7219,811,7219
,,,,Distance Hauling--All Employees,,,,,,,,
,,7549,488410,Automobile Towing Companies--Local,7228,7219,815,7219,7219,7219,815,7219
,,,,Hauling Only--No Other Operations--All,,,,,,,,
,,,,Employees,,,,,,,,
,,7549,488410,Automobile Towing Companies--Long Haul--,7229,7219,815,7219,7219,7219,815,7219
,,,,No Other Operations--All Employees,,,,,,,,
,,4491,488310,Automobile: Haulaway or Driveaway--Driving,7317,N/A,7317,7317,7219,7317,7317,7317
,,,,Autos on or off Vessels,,,,,,,,
,,4213,484121,"General Freight Trucking, Long-Distance,",7229,7219,811,7219,7219,7219,811,7219
,,,,Truckload (NAICS),,,,,,,,
,,4212,484220,"Milk Hauling--Local--by Contractor (DE, PA)",7228,7219,805,7219,7196,7219,805,7219
,,4213,484230,Milk Hauling--Long Distance--by Contractor,7229,7219,805,7219,7196,7219,805,7219
,,,,"(DE, PA)",,,,,,,,
,,4212,484220,Mobile Home Delivery: by Specialist,7228,7219,811,7219,7219,7219,811,7219
,,,,Contractor--Local Hauling Only--Delivery Only-,,,,,,,,
,,,,-All Employees,,,,,,,,
Truckers,99793,4213,484230,Mobile Home Delivery: by Specialist,7229,7219,811,7219,7219,7219,811,7219
,,,,Contractor--Long Distance Hauling--Delivery,,,,,,,,
,,,,Only--All Employees,,,,,,,,
FastComp.com 79 (800 ) 476-2948,,,,,,,,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
,,4212,484220,Snow Removal: Hauling Snow under Contract-,7228,7219,811,7219,7219,7219,811,7219
,,,,-Local Hauling Only--No Snow Clearing--All,,,,,,,,
,,,,Employees,,,,,,,,
,,4213,484230,Snow Removal--Hauling Snow under Contract-,7229,7219,811,7219,7219,7219,811,7219
,,,,-Long Distance Hauling--No Snow Clearing--,,,,,,,,
,,,,All Employees,,,,,,,,
,,4213,484230,Trucking: Hauling Explosives or Ammunition--,7229,7219,811,7219,7250,7219,811,7219
,,,,Long Distance Hauling--All Employees,,,,,,,,
,,4212,484110,Trucking: Local Hauling Only--All Employees,7228,7219,811,7219,7219,7219,811,7219
,,4213,484122,Trucking: Long Distance Hauling--All,7229,7219,811,7219,7219,7219,811,7219
,,,,Employees,,,,,,,,
,,4212,484220,Trucking--Hauling Explosives or Ammunition--,7228,7219,811,7219,7250,7219,811,7219
,,,,Local Hauling Only--All Employees,,,,,,,,
,,Var.,491110,"Trucking--Mail, Parcel or Package Delivery--",7232,7232,812,7231,7219,7219,812,7219
,,,,under Contract with the U.S. Postal Service,,,,,,,,
,,4213,484230,Trucking--Oil Field Equipment--All Employees,7222,7219,811,7219,7219,7219,811,7219
,,4215,492210,Trucking--Parcel or Package Delivery--All,7230,7198,808,7230,7230,7197,808,7230
,,,,Employees,,,,,,,,
,,4212,484220,"Water Truck Service (CA, DE, PA)",7228,7272,805,7219,7196,7219,805,7219
Tunneling,99798,"1622
1622","237990
237990","Tunneling--Not Pneumatic--All Operations
Tunneling--Pneumatic--All Operations","6251
6260","6251
6251","615
615","6217
6217","6251
6251","6251
6260","615
615","6306
6306"
Turpentine or Resin Mfg.,59867,2861,325191,Turpentine or Resin Mfg.,1472,1463,551,1463,4598,1470,551,1472
,,2298,314991,Cord or Twine Mfg.--Cotton,2220,2211,132,2380,2352,2302,132,2220
,,2298,314991,Cordage or Twine Mfg. NOC,2220,2211,132,2380,2352,2302,132,2220
Twine or Cordage Mfg.,59886,2296,314992,Tire Cord and Tire Fabric Mills (NAICS),2220,2211,132,2380,2352,2302,132,2220
,,2298,314991,Twine or Cord Mfg.--Cotton,2220,2211,132,2380,2352,2302,132,2220
,,2298,314991,"Twine, Cordage or Rope Mfg. NOC",2220,2211,132,2380,2352,2302,132,2220
Umbrella or Cane Mfg.,59889,3999,339999,Umbrella Mfg.,2501,2501,163,2501,2560,2501,163,2560
Underpinning Buildings or Structures,99803,1799,238990,Underpinning Buildings or Structures (CGL),5703,5403,651,9530,5703,5703,651,5701
Upholstering,99826,"7641
7641
7641","811420
811420
811420","Furniture Upholstering
Upholstering
Upholstering--Away from Shop","9522
9522
9521","9522
9522
9522","327
327
670","9522
9522
9521","9522
9522
9521","9522
9522
9521","327
327
670","9522
9522
9522"
Upholstering--Shop Only,99827,7641,811420,"Burial Garment Mfg. and Casket or Coffin
Upholstering",9522,9522,327,9522,9522,9522,327,9522
Vacant Buildings--Factories,68604,N/A,N/A,Vacant Buildings--Factories,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Vacant Buildings--Not Factories--Not-For-Profit
Only",68607,N/A,N/A,Vacant Buildings--Not Factories (Nonprofit),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Vacant Buildings--Not Factories--Other Than Not-
For-Profit",68606,N/A,N/A,Vacant Buildings--Not Factories,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vacant Land--Not-For-Profit Only,49452,N/A,N/A,Vacant Land (Nonprofit),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vacant Land--Other Than Not-For-Profit,49451,N/A,N/A,Vacant Land,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FastComp.com 80 (800 ) 476-2948,,,,,,,,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
Valves Mfg.,59892,"3492
3492
3491
Var.","332912
332912
332911
332919","Automatic Sprinkler Head Mfg.
Sprinkler Head Mfg.
Valve Mfg. (Industrial Valves)
Valve Mfg. NOC","3634
3634
3634
3634","3634
3634
3634
3634","445
445
445
445","3634
3634
3634
3634","3634
3634
3634
3634","3634
3634
3634
3634","445
445
445
445","3126
3126
3126
3126"
Variety Stores--Not-For-Profit Only,18912,5331,452990,Variety Stores (Nonprofit),8017,8017,928,8050,8017,8017,928,8017
Variety Stores--Other Than Not-For-Profit,18911,5331,452990,Store: Five and Ten Cent,8017,8017,928,8050,8017,8017,928,8017
,,2076,311223,Butter Substitute Mfg.,4717,4717,551,4712,4683,6504,551,4717
,,2074,311223,Cottonseed Oil Mfg.--Mechanical,4670,4683,551,4712,4683,6504,551,4670
Vegetable Oil Mfg.,59905,2074,311223,Cottonseed Oil Refining,4683,4683,551,4712,4683,6504,551,4670
,,2074,311223,Oil Mfg.--Cottonseed,4670,4683,551,4712,4683,6504,551,4670
,,2076,311223,Oil Mfg.--Vegetable NOC,4683,4683,551,4712,4683,6504,551,4670
,,2075,311222,Soybean Processing,4683,4683,551,4712,4683,6504,551,4670
Vegetable Oil Mfg.--by Solvent Extraction,59904,"2074
2076","311223
311223","Cottonseed Oil Mfg.--Solvent
Oil Mfg.--Vegetable--Solvent Extraction
Process","4670
4686","4683
4683","551
551","4712
4712","4683
4683","6504
6504","551
551","4670
4670"
,,5962,454210,"Parking Meter Installation, Service or Repair",5192,5192,933,5192,5192,5192,933,5192
Vending Machine Operations,49619,5962,454210,"Pinball Machine--Installation, Service or",5192,5192,933,5192,5192,5192,933,5192
,,,,Repair,,,,,,,,
,,5962,454210,Vending or Coin Operated Machines--,5192,5192,933,5192,5192,5192,933,5192
,,,,"Installation, Service or Repair",,,,,,,,
,,5962,454210,"Video Game--Installation, Service or Repair",5192,5192,933,5192,5192,5192,933,5192
"Vending Machine Operations--Confection, Food,
Beverage or Ice",49617,"5962
N/A","454210
722330","Coffee Service Companies--All Operations
Mobile Food Services (NAICS)","5192
9083","5192
9079","933
897","5192
9058","5192
9079","5192
9072","933
897","5192
9079"
Vending Machine Operations--Tobacco Products,49618,5962,454210,"Vending Machine Operations--Tobacco
Products",5192,5192,933,5192,5192,5192,933,5192
Vending Machines Mfg.,59915,3581,333311,Vending Machine Mfg.,3559,3560,483,3559,3649,3559,483,3507
Venetian Blinds Mfg. or Assembling,59917,2591,337920,Venetian Blind Assembly,2881,2852,323,2881,2881,2881,323,2881
Veterinarians or Veterinary Hospitals,99851,"741
742
752","541940
541940
812910","Artificial Insemination of Cattle--Professional
Employees
Hospital--Veterinary
Animal Shelter (NJ)","8831
8831
8831","8831
8831
7720","959
959
959","8831
8831
8831","8831
8831
9726","8831
8831
8831","959
959
959","8831
8831
8831"
Video Stores,18920,7841,532230,"Store: Record, Compact Disc, Video or Audio
Cassette--Retail",8072,8070,928,8017,8017,8072,928,8017
Warehouse--Cold Individual Storage Lockers,49763,"4222
4222","493120
493120","Cold Storage Locker--Frozen Foods
Storage Warehouse--Cold","8031
8291","8031
8291","813
813","8031
8291","8031
8291","8031
8291","813
813","8033
8292"
Warehouse--Cold Storage--Public,99917,4222,493120,Warehousing--Cold Storage,8291,8291,813,8291,8291,8291,813,8292
Warehouses,99938,"4213
4225
4213
4225","484210
493110
484210
493110","Furniture Moving and Storage
Storage Warehouse NOC
Storage Warehouse--Furniture
Warehousing NOC","8293
8292
8293
8292","8293
8292
8293
8292","806
813
806
813","8293
8292
8293
8292","8293
8292
8293
8292","8293
8292
8293
8292","806
813
806
813","8293
8292
8293
8292"
FastComp.com,,81,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
,,4213,484210,Warehousing--Furniture,8293,8293,806,8293,8293,8293,806,8293
Warehouses--Mini-Warehouses,18991,4225,531130,Warehouse--Self-Storage (CA),9015,8290,971,8292,9015,8292,971,9015
"Warehouses--Occupied by Multiple Interests
(Lessor's Risk Only)",68702,4225,531130,"Warehouse--Occupied by Multiple Interests
(Lessor's Risk Only)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Warehouses--Occupied by Single Interest
(Lessor's Risk Only)",68703,6512,531120,"Warehouse--Occupied by Single Interest
(Lessor's Risk Only)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warehouses--Private--Not-For-Profit Only,68707,N/A,N/A,Warehouses--Private (Nonprofit),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warehouses--Private--Other Than Not-For-Profit,68706,N/A,N/A,Warehouses--Private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Washing Machines, Dryers or Ironers--Coin
Meter Type",19007,7215,812310,"Washing Machines, Dryers or Ironers--Coin
Meter Type",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Watch or Watch Case Mfg.,59923,"3873
3873","334518
334518","Watch Mfg.
Watch, Clock, and Part Mfg. (NAICS)","3385
3383","3383
3383","458
458","3383
3383","3385
3381","3385
3381","458
458","3383
3383"
Water Bottling--in Siphons,59925,2086,312112,Bottling NOC,2157,2163,112,2157,2157,2157,112,2157
"Water Bottling--Spring or Well--Not Sparkling or
Carbonated",59926,2086,312112,"Bottling NOC (Water, Not Sparkling or
Carbonated)",2157,2163,112,2157,2156,2157,112,2157
"Water Bottling--Spring or Well--Sparkling or
Carbonated",59927,2086,312112,"Bottling NOC (Water, Sparkling or
Carbonated)",2157,2163,112,2157,2157,2157,112,2157
Water Companies,99943,4941,221310,Waterworks Operation,7520,7520,753,7520,7520,7520,753,7520
Water Mains or Connections Construction,99946,1623,237110,Water Main or Connection Construction,6319,6315,617,6319,6319,6319,617,6319
"Water Softening Equipment--Installation,
Servicing or Repair",99948,1711,238220,"Water Softening Equipment--Installation,
Servicing or Repair",5183,5183,663,5183,5183,5183,663,5183
Water Softening Equipment--Rented to Others,19051,7359,532310,"Water Softening Equipment--Rented to
Others",8010,8066,924,8010,8017,8017,924,8017
Waterproofing,99955,1799,238390,Waterproofing,5474,5482,653,5476,5466,5474,653,5474
Waterproofing--by Pressure Apparatus,99952,1799,238390,Waterproofing--by Pressure Apparatus,5213,5482,653,5213,5466,5213,653,5213
Waterproofing--by Trowel--Exterior,99953,1799,238390,Waterproofing--by Trowel--Exterior,5022,5482,653,5022,5466,5022,653,5022
"Waterproofing--by Trowel--Interior or Insulation
Work",99954,1799,238390,"Waterproofing--by Trowel--Interior or
Insulation",5480,5482,653,5480,5466,5480,653,5474
,,2842,325612,Buffing or Polishing Compounds Mfg.,4557,4557,563,4557,4597,4597,563,4558
,,2842,325612,Dressing or Polish Mfg.,4557,4557,563,4557,4597,4597,563,4558
Wax or Wax Products Mfg.,59931,2842,325612,Polish or Dressing Mfg.,4557,4557,563,4557,4597,4597,563,4558
,,2842,325612,Wax Mfg.,4557,4557,571,4557,4597,4597,571,4558
,,2842,325612,Wax Products Mfg.,4557,4557,571,4557,4597,4597,571,4558
"Wax, Wax Products or Polish Mfg.--Floor",59932,2842,325612,"Wax, Wax Products or Polish Mfg.",4557,4557,571,4557,4597,4597,571,4558
Web Site Designers,96930,7371,541511,Web Site Designers,8810,8859,953,8810,8810,8810,953,8810
"Weighers, Samplers or Inspectors of",99963,4785,488390,"Weighers, Samplers or Inspectors of",8719,8720,709,N/A,8711,8719,709,8709
Merchandise--on Vessels or Docks or at Railway,,,,Merchandise on Vessels or Docks or at,,,,,,,,
Stations or Warehouses,,,,Railway Stations or Warehouses--Coverage,,,,,,,,
,,,,under State Act Only,,,,,,,,
,,4785,488390,"Weighers, Samplers or Inspectors of",8709,N/A,8709,8709,8709,8709,8709,8709
,,,,Merchandise on Vessels or Docks or at,,,,,,,,
,,,,Railway Stations or Warehouses--Coverage,,,,,,,,
,,,,under U.S. Act (F Code),,,,,,,,
Welding or Cutting,99969,7692,811490,Welding or Cutting NOC,3365,3365,655,3365,3365,3365,655,3365
"Wharf and Waterfront Property--Ferry Docks or
Terminals",49800,N/A,N/A,"Wharf and Waterfront Property--Ferry Docks
or Terminals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FastComp.com,,82,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
"Wharf and Waterfront Property--Not Occupied by
the Insured (Lessor's Risk Only)",49802,6512,531120,"Wharf and Waterfront Property--Not Occupied
by Insured (Lessor's Risk Only)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Wharf and Waterfront Property--Occupied by the
Insured for Both Freight and Passenger
Purposes",49801,N/A,N/A,"Wharf and Waterfront Property--Occupied by
Insured for Both Freight and Passenger
Purposes",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Wharf and Waterfront Property--Occupied by the
Insured for Freight Purposes Exclusively",49803,N/A,N/A,"Wharf and Waterfront Property--Occupied by
Insured for Freight Purposes Exclusively",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wheel Mfg.,59941,2499,321999,Wheel Mfg. (Wood),2841,2842,306,2841,2841,2841,306,2881
"Wicker, Rattan, Willow or Twisted Fiber
Products Mfg.",59947,"2499
2499
2499","321999
321999
321999","Rattan, Willow or Twisted Fiber Products Mfg.
Willow, Rattan or Twisted Fiber Products Mfg.
Willowware Mfg.","2913
2913
2913","2915
2915
2915","323
323
323","2790
2913
2790","2913
2913
2913","2913
2913
2913","323
323
323","2881
2881
2881"
Wigs or Hair Pieces Mfg.,59955,3999,339999,Hair Goods Mfg.,2534,2501,163,2501,2534,2534,163,2534
Window Cleaning,99975,"7349
7349","561720
561720","Janitorial Services by Contractor--Includes
Window Cleaning Above Ground Level
Window Cleaning Not Above Ground Level","9170
9014","9015
9015","971
971","9015
9015","9170
9014","9030
9030","971
971","9014
9014"
Window Decorating,49840,7389,541490,Window Decorating,9521,9521,670,9521,9521,9521,670,9552
Wine Mfg.--Sparkling,59963,2084,312130,Winery (Sparkling Wine),2143,2142,113,2143,2143,2143,113,2157
Wine Mfg.--Still,59964,2084,312130,Winery,2143,2142,113,2143,2143,2143,113,2157
Wire Cloth Mfg.,59970,3315,332618,Wire Cloth Mfg.,3255,3257,132,3257,3255,3255,132,3255
,,3357,331491,Cable Mfg. or Wire Drawing--Not Iron or Steel,1924,3241,403,3241,1924,1924,403,3257
Wire Drawing,59973,3357,331422,Copper Wire (Except Mechanical) Drawing,1924,3241,403,3241,1924,1924,403,3257
,,,,(NAICS),,,,,,,,
,,3357,331491,Wire Drawing or Cable Mfg.--Not Iron or Steel,1924,3241,403,3241,1924,1924,403,1924
,,3315,331222,Wire Drawing--Iron or Steel,3241,3241,406,3241,3241,3241,406,3257
,,2515,337910,Bedspring or Wire Mattress Mfg.,3300,3300,457,3257,3300,3300,457,3300
,,3315,332618,Chain Mfg.--Formed or Welded,3257,3257,435,3257,3257,3257,435,3257
Wire Goods Mfg.,59975,3315,332618,Fence Mfg.--Wire,3257,3257,457,3257,3257,3257,457,3257
,,3315,332618,Wire Fence Mfg.,3257,3257,457,3257,3257,3257,457,3257
,,3315,332618,Wire Goods Mfg. NOC,3257,3257,457,3257,3257,3257,457,3257
,,2515,337910,Wire Mattress or Bedspring Mfg.,3300,3300,457,3257,3300,3300,457,3300
Wire Rope or Cable Mfg.--Metal,59977,"3315
3315","332618
332618","Cable or Wire Rope Mfg.--Iron or Steel
Wire Rope or Cable Mfg.--Iron or Steel","3240
3240","3241
3241","457
457","3241
3241","3241
3241","3257
3257","457
457","1924
1924"
Wood Preserving,59984,2491,321114,Wood Preserving,2960,2710,855,8232,2960,8232,855,8234
Wood Products Mfg.,59985,"2499
3991
2429
3999
2493","321920
339994
321999
339999
321219","Barrel or Cooperage Assembly
Brush or Broom Handle Mfg.
Cooperage Stock Mfg.
Cork Products Mfg. NOC
Particleboard Mfg.","2881
2841
2735
2841
4239","2881
2842
2731
2842
4239","305
306
305
309
255","2881
2841
2731
2841
4239","2881
2841
2883
2841
4239","2759
2841
2710
2841
4239","305
306
305
306
255","2802
2881
2802
2881
4239"
FastComp.com,,83,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
,,"2499
2449
2426","339999
321999
321999","Picture Frame Assembling--No Mfg. of Parts
Trunk Mfg.
Wood Carving--by Hand or Machine","2881
2883
2790","2840
2883
2790","311
323
441","2881
2881
2790","2881
2883
2790","2881
2683
2790","311
323
441","2881
2881
2790"
,,2499,321999,Last Block Mfg.,2735,2731,305,2731,2883,2710,305,2802
,,2499,321999,Shade Roller Mfg.--Wood,2841,2852,306,2841,2841,2841,306,2881
Wood Turned Products Mfg.,59986,2499,321999,Shuttle Mfg.,2841,2842,305,2841,2841,2841,305,2881
,,2499,321999,Window Shade Roller Mfg.,2841,2852,306,2841,2852,2841,306,2881
,,2499,321999,Wood Turned Products Mfg. NOC,2841,2842,306,2841,2841,2841,306,2881
,,2499,321999,Woodenware Mfg. NOC,2841,2842,309,2841,2841,2841,306,2881
"Wool Combing, Scouring or Separating from
Cotton",59988,"2299
2299","314999
314999","Wool Combing or Scouring
Wool Separating","2211
2211","2211
2211","132
132","2380
2380","2211
2211","2600
2211","132
132","2260
2260"
Wool Pulling,59989,2282,313112,Wool Pulling,2623,2688,201,2623,2623,2623,201,2688
,,1795,238910,Wrecking--Building or Structures--Not Marine--,5057,5057,655,5057,5701,5701,655,5057
,,,,All Operations--Iron or Steel,,,,,,,,
Wrecking--Buildings or Structures,99986,1795,238910,Wrecking--Building or Structures--Not Marine--,5022,5027,653,5022,5701,5701,653,5022
,,,,All Operations--Masonry,,,,,,,,
,,1795,238910,Wrecking--Marine,6003,6003,611,N/A,5701,5701,611,6003
Wrecking--Dismantling of Prefabricated,99987,1795,238910,Wrecking--Building or Structures--Not Marine--,5403,5403,651,5403,5701,5701,651,5403
Dwellings Not Exceeding Three Stories for,,,,All Operations--Wooden--Including Dwellings,,,,,,,,
Reerection,,,,,,,,,,,,
,,1795,238910,Wrecking--Buildings or Structures--Not,5213,5213,654,5213,5701,5701,654,5213
,,,,Marine--All Operations--Concrete or Concrete,,,,,,,,
,,,,Encased,,,,,,,,
,,4499,488330,Wrecking--Marine--Coverage under Admiralty,7394,N/A,7394,7394,7394,7394,7394,7016
,,,,Law: Program I,,,,,,,,
Wrecking--Marine,99988,4499,488330,Wrecking--Marine--Coverage under Admiralty,7395,N/A,7395,7395,7395,7395,7395,7024
,,,,Law: Program II--State Act,,,,,,,,
,,4499,488330,Wrecking--Marine--Coverage under Admiralty,7398,N/A,7398,7398,7395,7398,7398,7047
,,,,Law: Program II--U.S. Act,,,,,,,,
"YMCA, YWCA or Similar Institutions",49870,"8641
8641
8641","813410
813410
624110","U.S.O. Operations--Permanent Location
U.S.O. Operations--Travelers Aid Society
YMCA, YWCA, YMHA or YWHA, Institution--
All Employees","9063
8742
9063","9067
8742
9067","976
951
976","9063
8742
9063","9053
8742
9063","9063
8742
9063","976
951
976","9063
8742
9063"
